Agent_Breed,Policy_ID,Age,Social_Grade,Payment_at_Purchase,Attribute_Brand,Attribute_Price,Attribute_Promotions,Auto_Renew,Inertia_for_Switch
Breed_NC,135861005.0,84,3,150,9.4,81.2,1.9,0,8
Breed_NC,135861006.0,84,3,150,9.4,81.2,1.9,0,1
Breed_NC,135861011.0,84,3,150,9.4,81.2,1.9,0,5
Breed_NC,135861012.0,84,3,150,9.4,81.2,1.9,0,7
Breed_NC,135861013.0,84,3,150,9.4,81.2,1.9,0,4
Breed_NC,135861017.0,84,3,150,9.4,81.2,1.9,0,1
Breed_NC,130277001.0,77,5,250,12.8,24.0,2.6,0,2
Breed_NC,130277005.0,77,5,250,12.8,24.0,2.6,0,8
Breed_NC,130277007.0,77,5,250,12.8,24.0,2.6,0,6
Breed_NC,130277008.0,77,5,250,12.8,24.0,2.6,0,2
Breed_NC,130277013.0,77,5,250,12.8,24.0,2.6,0,5
Breed_NC,130277014.0,77,5,250,12.8,24.0,2.6,0,8
Breed_NC,130277015.0,77,5,250,12.8,24.0,2.6,0,3
Breed_NC,130277016.0,77,5,250,12.8,24.0,2.6,0,4
Breed_NC,100410002.0,71,5,150,11.6,26.0,4.0,0,3
Breed_NC,100410004.0,71,5,150,11.6,26.0,4.0,0,6
Breed_NC,100410006.0,71,5,150,11.6,26.0,4.0,0,8
Breed_NC,100410007.0,71,5,150,11.6,26.0,4.0,0,8
Breed_NC,100410009.0,71,5,150,11.6,26.0,4.0,0,2
Breed_NC,100410012.0,71,5,150,11.6,26.0,4.0,0,0
Breed_NC,100410013.0,71,5,150,11.6,26.0,4.0,0,1
Breed_NC,100410017.0,71,5,150,11.6,26.0,4.0,0,6
Breed_NC,100410018.0,71,5,150,11.6,26.0,4.0,0,5
Breed_NC,22934303001.0,84,4,250,11.6,37.6,1.9,0,2
Breed_NC,22934303002.0,84,4,250,11.6,37.6,1.9,0,2
Breed_NC,22934303003.0,84,4,250,11.6,37.6,1.9,0,6
Breed_NC,22934303004.0,84,4,250,11.6,37.6,1.9,0,5
Breed_NC,22934303006.0,84,4,250,11.6,37.6,1.9,0,9
Breed_NC,22934303007.0,84,4,250,11.6,37.6,1.9,0,1
Breed_NC,22934303009.0,84,4,250,11.6,37.6,1.9,0,7
Breed_NC,22934303011.0,84,4,250,11.6,37.6,1.9,0,5
Breed_NC,22934303012.0,84,4,250,11.6,37.6,1.9,0,4
Breed_NC,22934303014.0,84,4,250,11.6,37.6,1.9,0,9
Breed_NC,22934303016.0,84,4,250,11.6,37.6,1.9,0,0
Breed_NC,22934303017.0,84,4,250,11.6,37.6,1.9,0,4
Breed_NC,22934303018.0,84,4,250,11.6,37.6,1.9,0,5
Breed_NC,136331001.0,77,2,150,6.7,42.9,1.8,0,9
Breed_NC,136331004.0,77,2,150,6.7,42.9,1.8,0,0
Breed_NC,136331005.0,77,2,150,6.7,42.9,1.8,0,9
Breed_NC,136331006.0,77,2,150,6.7,42.9,1.8,0,9
Breed_NC,136331007.0,77,2,150,6.7,42.9,1.8,0,8
Breed_NC,136331009.0,77,2,150,6.7,42.9,1.8,0,6
Breed_NC,136331010.0,77,2,150,6.7,42.9,1.8,0,2
Breed_NC,136331012.0,77,2,150,6.7,42.9,1.8,0,6
Breed_NC,136331015.0,77,2,150,6.7,42.9,1.8,0,5
Breed_NC,136331017.0,77,2,150,6.7,42.9,1.8,0,8
Breed_NC,20079425001.0,84,1,250,7.1,76.9,1.6,0,6
Breed_NC,20079425003.0,84,1,250,7.1,76.9,1.6,0,0
Breed_NC,20079425004.0,84,1,250,7.1,76.9,1.6,0,5
Breed_NC,20079425005.0,84,1,250,7.1,76.9,1.6,0,8
Breed_NC,20079425006.0,84,1,250,7.1,76.9,1.6,0,7
Breed_NC,20079425009.0,84,1,250,7.1,76.9,1.6,0,6
Breed_NC,20079425012.0,84,1,250,7.1,76.9,1.6,0,4
Breed_NC,20079425013.0,84,1,250,7.1,76.9,1.6,0,0
Breed_NC,20079425015.0,84,1,250,7.1,76.9,1.6,0,7
Breed_NC,20079425016.0,84,1,250,7.1,76.9,1.6,0,7
Breed_NC,20079425018.0,84,1,250,7.1,76.9,1.6,0,9
Breed_NC,130393001.0,70,2,250,5.0,74.5,1.5,0,5
Breed_NC,130393002.0,70,2,250,5.0,74.5,1.5,0,9
Breed_NC,130393003.0,70,2,250,5.0,74.5,1.5,0,6
Breed_NC,130393009.0,70,2,250,5.0,74.5,1.5,0,0
Breed_NC,130393011.0,70,2,250,5.0,74.5,1.5,0,8
Breed_NC,130393013.0,70,2,250,5.0,74.5,1.5,0,9
Breed_NC,130393016.0,70,2,250,5.0,74.5,1.5,0,4
Breed_NC,21019716001.0,98,6,250,11.3,29.8,7.2,0,2
Breed_NC,21019716002.0,98,6,250,11.3,29.8,7.2,0,7
Breed_NC,21019716010.0,98,6,250,11.3,29.8,7.2,0,0
Breed_NC,21019716011.0,98,6,250,11.3,29.8,7.2,0,8
Breed_NC,21019716014.0,98,6,250,11.3,29.8,7.2,0,7
Breed_NC,21019716016.0,98,6,250,11.3,29.8,7.2,0,7
Breed_NC,21019716018.0,98,6,250,11.3,29.8,7.2,0,7
Breed_NC,103698001.0,85,4,150,11.0,35.3,3.8,0,8
Breed_NC,103698002.0,85,4,150,11.0,35.3,3.8,0,3
Breed_NC,103698003.0,85,4,150,11.0,35.3,3.8,0,6
Breed_NC,103698004.0,85,4,150,11.0,35.3,3.8,0,6
Breed_NC,103698006.0,85,4,150,11.0,35.3,3.8,0,4
Breed_NC,103698009.0,85,4,150,11.0,35.3,3.8,0,7
Breed_NC,103698012.0,85,4,150,11.0,35.3,3.8,0,9
Breed_NC,103698014.0,85,4,150,11.0,35.3,3.8,0,8
Breed_NC,103698016.0,85,4,150,11.0,35.3,3.8,0,7
Breed_NC,105333001.0,89,4,150,6.8,77.5,1.0,0,5
Breed_NC,105333004.0,89,4,150,6.8,77.5,1.0,0,2
Breed_NC,105333006.0,89,4,150,6.8,77.5,1.0,0,5
Breed_NC,105333007.0,89,4,150,6.8,77.5,1.0,0,1
Breed_NC,105333009.0,89,4,150,6.8,77.5,1.0,0,3
Breed_NC,105333013.0,89,4,150,6.8,77.5,1.0,0,9
Breed_NC,105333015.0,89,4,150,6.8,77.5,1.0,0,6
Breed_NC,131015001.0,88,2,150,7.5,50.6,2.4,0,7
Breed_NC,131015002.0,88,2,150,7.5,50.6,2.4,0,10
Breed_NC,131015003.0,88,2,150,7.5,50.6,2.4,0,10
Breed_NC,131015005.0,88,2,150,7.5,50.6,2.4,0,7
Breed_NC,131015006.0,88,2,150,7.5,50.6,2.4,0,8
Breed_NC,131015007.0,88,2,150,7.5,50.6,2.4,0,7
Breed_NC,131015009.0,88,2,150,7.5,50.6,2.4,0,9
Breed_NC,131015011.0,88,2,150,7.5,50.6,2.4,0,7
Breed_NC,131015015.0,88,2,150,7.5,50.6,2.4,0,7
Breed_NC,131015017.0,88,2,150,7.5,50.6,2.4,0,9
Breed_NC,131015018.0,88,2,150,7.5,50.6,2.4,0,9
Breed_NC,132340001.0,81,3,525,11.1,61.8,2.5,0,10
Breed_NC,132340004.0,81,3,525,11.1,61.8,2.5,0,8
Breed_NC,132340007.0,81,3,525,11.1,61.8,2.5,0,7
Breed_NC,132340008.0,81,3,525,11.1,61.8,2.5,0,10
Breed_NC,132340009.0,81,3,525,11.1,61.8,2.5,0,7
Breed_NC,132340011.0,81,3,525,11.1,61.8,2.5,0,7
Breed_NC,132340013.0,81,3,525,11.1,61.8,2.5,0,9
Breed_NC,132340014.0,81,3,525,11.1,61.8,2.5,0,7
Breed_NC,132340016.0,81,3,525,11.1,61.8,2.5,0,7
Breed_NC,132340018.0,81,3,525,11.1,61.8,2.5,0,8
Breed_NC,25054230004.0,74,3,250,15.7,11.8,5.0,0,8
Breed_NC,25054230007.0,74,3,250,15.7,11.8,5.0,0,10
Breed_NC,25054230008.0,74,3,250,15.7,11.8,5.0,0,10
Breed_NC,25054230009.0,74,3,250,15.7,11.8,5.0,0,7
Breed_NC,25054230010.0,74,3,250,15.7,11.8,5.0,0,9
Breed_NC,25054230011.0,74,3,250,15.7,11.8,5.0,0,8
Breed_NC,25054230012.0,74,3,250,15.7,11.8,5.0,0,8
Breed_NC,25054230013.0,74,3,250,15.7,11.8,5.0,0,10
Breed_NC,25054230016.0,74,3,250,15.7,11.8,5.0,0,10
Breed_NC,25054230017.0,74,3,250,15.7,11.8,5.0,0,10
Breed_NC,25054230018.0,74,3,250,15.7,11.8,5.0,0,9
Breed_NC,101758002.0,79,4,525,14.1,9.7,1.8,0,9
Breed_NC,101758004.0,79,4,525,14.1,9.7,1.8,0,10
Breed_NC,101758005.0,79,4,525,14.1,9.7,1.8,0,10
Breed_NC,101758006.0,79,4,525,14.1,9.7,1.8,0,10
Breed_NC,101758007.0,79,4,525,14.1,9.7,1.8,0,8
Breed_NC,101758009.0,79,4,525,14.1,9.7,1.8,0,9
Breed_NC,101758010.0,79,4,525,14.1,9.7,1.8,0,9
Breed_NC,101758012.0,79,4,525,14.1,9.7,1.8,0,9
Breed_NC,101758013.0,79,4,525,14.1,9.7,1.8,0,9
Breed_NC,101758014.0,79,4,525,14.1,9.7,1.8,0,7
Breed_NC,101758015.0,79,4,525,14.1,9.7,1.8,0,9
Breed_NC,101758018.0,79,4,525,14.1,9.7,1.8,0,7
Breed_NC,101973003.0,71,5,150,8.9,50.9,2.1,0,10
Breed_NC,101973007.0,71,5,150,8.9,50.9,2.1,0,10
Breed_NC,101973009.0,71,5,150,8.9,50.9,2.1,0,10
Breed_NC,101973011.0,71,5,150,8.9,50.9,2.1,0,10
Breed_NC,101973012.0,71,5,150,8.9,50.9,2.1,0,7
Breed_NC,131273001.0,74,2,150,38.8,33.1,7.4,0,2
Breed_NC,131273004.0,74,2,150,38.8,33.1,7.4,0,4
Breed_NC,131273006.0,74,2,150,38.8,33.1,7.4,0,3
Breed_NC,131273007.0,74,2,150,38.8,33.1,7.4,0,1
Breed_NC,131273009.0,74,2,150,38.8,33.1,7.4,0,1
Breed_NC,131273011.0,74,2,150,38.8,33.1,7.4,0,4
Breed_NC,131273012.0,74,2,150,38.8,33.1,7.4,0,2
Breed_NC,131273013.0,74,2,150,38.8,33.1,7.4,0,9
Breed_NC,131273015.0,74,2,150,38.8,33.1,7.4,0,1
Breed_NC,131273017.0,74,2,150,38.8,33.1,7.4,0,6
Breed_NC,130409003.0,81,2,675,14.5,40.3,3.0,0,5
Breed_NC,130409005.0,81,2,675,14.5,40.3,3.0,0,5
Breed_NC,130409007.0,81,2,675,14.5,40.3,3.0,0,2
Breed_NC,130409009.0,81,2,675,14.5,40.3,3.0,0,7
Breed_NC,130409010.0,81,2,675,14.5,40.3,3.0,0,7
Breed_NC,130409011.0,81,2,675,14.5,40.3,3.0,0,5
Breed_NC,130409013.0,81,2,675,14.5,40.3,3.0,0,3
Breed_NC,130409014.0,81,2,675,14.5,40.3,3.0,0,4
Breed_NC,130409016.0,81,2,675,14.5,40.3,3.0,0,5
Breed_NC,101899009.0,90,6,150,19.5,38.9,2.3,0,5
Breed_NC,101899011.0,90,6,150,19.5,38.9,2.3,0,6
Breed_NC,101899012.0,90,6,150,19.5,38.9,2.3,0,1
Breed_NC,101899013.0,90,6,150,19.5,38.9,2.3,0,1
Breed_NC,101899014.0,90,6,150,19.5,38.9,2.3,0,1
Breed_NC,101899017.0,90,6,150,19.5,38.9,2.3,0,9
Breed_NC,136289001.0,85,3,375,7.9,44.2,6.4,0,3
Breed_NC,136289004.0,85,3,375,7.9,44.2,6.4,0,1
Breed_NC,136289005.0,85,3,375,7.9,44.2,6.4,0,9
Breed_NC,136289006.0,85,3,375,7.9,44.2,6.4,0,8
Breed_NC,136289007.0,85,3,375,7.9,44.2,6.4,0,9
Breed_NC,136289016.0,85,3,375,7.9,44.2,6.4,0,8
Breed_NC,136289017.0,85,3,375,7.9,44.2,6.4,0,6
Breed_NC,24940158002.0,80,3,375,5.8,40.2,0.6,0,8
Breed_NC,24940158003.0,80,3,375,5.8,40.2,0.6,0,7
Breed_NC,24940158004.0,80,3,375,5.8,40.2,0.6,0,6
Breed_NC,24940158005.0,80,3,375,5.8,40.2,0.6,0,0
Breed_NC,24940158006.0,80,3,375,5.8,40.2,0.6,0,8
Breed_NC,24940158010.0,80,3,375,5.8,40.2,0.6,0,9
Breed_NC,24940158013.0,80,3,375,5.8,40.2,0.6,0,8
Breed_NC,24940158014.0,80,3,375,5.8,40.2,0.6,0,2
Breed_NC,24940158015.0,80,3,375,5.8,40.2,0.6,0,4
Breed_NC,131339002.0,72,2,250,9.6,41.3,5.1,0,8
Breed_NC,131339003.0,72,2,250,9.6,41.3,5.1,0,9
Breed_NC,131339004.0,72,2,250,9.6,41.3,5.1,0,0
Breed_NC,131339005.0,72,2,250,9.6,41.3,5.1,0,6
Breed_NC,131339008.0,72,2,250,9.6,41.3,5.1,0,2
Breed_NC,131339011.0,72,2,250,9.6,41.3,5.1,0,0
Breed_NC,131339012.0,72,2,250,9.6,41.3,5.1,0,1
Breed_NC,130815003.0,70,4,250,11.4,19.7,3.6,0,4
Breed_NC,130815005.0,70,4,250,11.4,19.7,3.6,0,4
Breed_NC,130815007.0,70,4,250,11.4,19.7,3.6,0,7
Breed_NC,130815009.0,70,4,250,11.4,19.7,3.6,0,7
Breed_NC,130815012.0,70,4,250,11.4,19.7,3.6,0,6
Breed_NC,130815014.0,70,4,250,11.4,19.7,3.6,0,8
Breed_NC,132134001.0,73,3,375,11.0,15.1,1.0,0,4
Breed_NC,132134002.0,73,3,375,11.0,15.1,1.0,0,4
Breed_NC,132134003.0,73,3,375,11.0,15.1,1.0,0,8
Breed_NC,132134005.0,73,3,375,11.0,15.1,1.0,0,1
Breed_NC,132134006.0,73,3,375,11.0,15.1,1.0,0,8
Breed_NC,132134008.0,73,3,375,11.0,15.1,1.0,0,6
Breed_NC,132134009.0,73,3,375,11.0,15.1,1.0,0,8
Breed_NC,132134010.0,73,3,375,11.0,15.1,1.0,0,3
Breed_NC,132134014.0,73,3,375,11.0,15.1,1.0,0,8
Breed_NC,132134015.0,73,3,375,11.0,15.1,1.0,0,2
Breed_NC,132134016.0,73,3,375,11.0,15.1,1.0,0,7
Breed_NC,21307905001.0,70,3,375,6.0,40.0,5.2,0,10
Breed_NC,21307905003.0,70,3,375,6.0,40.0,5.2,0,10
Breed_NC,21307905004.0,70,3,375,6.0,40.0,5.2,0,7
Breed_NC,21307905005.0,70,3,375,6.0,40.0,5.2,0,10
Breed_NC,21307905006.0,70,3,375,6.0,40.0,5.2,0,8
Breed_NC,21307905007.0,70,3,375,6.0,40.0,5.2,0,8
Breed_NC,21307905010.0,70,3,375,6.0,40.0,5.2,0,10
Breed_NC,21307905012.0,70,3,375,6.0,40.0,5.2,0,10
Breed_NC,131766001.0,74,2,250,12.8,12.2,3.1,0,7
Breed_NC,131766002.0,74,2,250,12.8,12.2,3.1,0,9
Breed_NC,131766003.0,74,2,250,12.8,12.2,3.1,0,9
Breed_NC,131766004.0,74,2,250,12.8,12.2,3.1,0,10
Breed_NC,131766005.0,74,2,250,12.8,12.2,3.1,0,8
Breed_NC,131766009.0,74,2,250,12.8,12.2,3.1,0,9
Breed_NC,131766011.0,74,2,250,12.8,12.2,3.1,0,7
Breed_NC,131766012.0,74,2,250,12.8,12.2,3.1,0,10
Breed_NC,131766013.0,74,2,250,12.8,12.2,3.1,0,7
Breed_NC,131766016.0,74,2,250,12.8,12.2,3.1,0,10
Breed_NC,131766017.0,74,2,250,12.8,12.2,3.1,0,9
Breed_NC,132305003.0,70,4,525,11.3,58.2,1.3,0,7
Breed_NC,132305005.0,70,4,525,11.3,58.2,1.3,0,7
Breed_NC,132305006.0,70,4,525,11.3,58.2,1.3,0,9
Breed_NC,132305010.0,70,4,525,11.3,58.2,1.3,0,7
Breed_NC,132305012.0,70,4,525,11.3,58.2,1.3,0,7
Breed_NC,132305013.0,70,4,525,11.3,58.2,1.3,0,9
Breed_NC,132305015.0,70,4,525,11.3,58.2,1.3,0,8
Breed_NC,131821001.0,77,1,250,6.4,73.2,1.9,0,8
Breed_NC,131821002.0,77,1,250,6.4,73.2,1.9,0,9
Breed_NC,131821003.0,77,1,250,6.4,73.2,1.9,0,9
Breed_NC,131821007.0,77,1,250,6.4,73.2,1.9,0,10
Breed_NC,131821010.0,77,1,250,6.4,73.2,1.9,0,10
Breed_NC,131821012.0,77,1,250,6.4,73.2,1.9,0,9
Breed_NC,131821014.0,77,1,250,6.4,73.2,1.9,0,9
Breed_NC,131821015.0,77,1,250,6.4,73.2,1.9,0,7
Breed_NC,131821016.0,77,1,250,6.4,73.2,1.9,0,9
Breed_NC,100059001.0,75,3,250,8.7,44.6,1.6,0,7
Breed_NC,100059003.0,75,3,250,8.7,44.6,1.6,0,8
Breed_NC,100059004.0,75,3,250,8.7,44.6,1.6,0,7
Breed_NC,100059005.0,75,3,250,8.7,44.6,1.6,0,8
Breed_NC,100059006.0,75,3,250,8.7,44.6,1.6,0,10
Breed_NC,100059007.0,75,3,250,8.7,44.6,1.6,0,8
Breed_NC,100059009.0,75,3,250,8.7,44.6,1.6,0,7
Breed_NC,100059011.0,75,3,250,8.7,44.6,1.6,0,8
Breed_NC,100059012.0,75,3,250,8.7,44.6,1.6,0,7
Breed_NC,100059016.0,75,3,250,8.7,44.6,1.6,0,9
Breed_NC,26089704002.0,74,4,375,18.2,9.7,8.8,0,10
Breed_NC,26089704004.0,74,4,375,18.2,9.7,8.8,0,10
Breed_NC,26089704006.0,74,4,375,18.2,9.7,8.8,0,9
Breed_NC,26089704007.0,74,4,375,18.2,9.7,8.8,0,10
Breed_NC,26089704015.0,74,4,375,18.2,9.7,8.8,0,7
Breed_NC,26089704016.0,74,4,375,18.2,9.7,8.8,0,8
Breed_NC,100284001.0,60,2,525,36.3,8.6,6.9,0,8
Breed_NC,100284003.0,60,2,525,36.3,8.6,6.9,0,6
Breed_NC,100284004.0,60,2,525,36.3,8.6,6.9,0,9
Breed_NC,100284006.0,60,2,525,36.3,8.6,6.9,0,3
Breed_NC,100284008.0,60,2,525,36.3,8.6,6.9,0,0
Breed_NC,100284010.0,60,2,525,36.3,8.6,6.9,0,8
Breed_NC,100284011.0,60,2,525,36.3,8.6,6.9,0,6
Breed_NC,100284013.0,60,2,525,36.3,8.6,6.9,0,3
Breed_NC,100284014.0,60,2,525,36.3,8.6,6.9,0,9
Breed_NC,25706513001.0,46,3,250,30.8,28.3,3.5,0,2
Breed_NC,25706513002.0,46,3,250,30.8,28.3,3.5,0,7
Breed_NC,25706513003.0,46,3,250,30.8,28.3,3.5,0,8
Breed_NC,25706513006.0,46,3,250,30.8,28.3,3.5,0,6
Breed_NC,25706513009.0,46,3,250,30.8,28.3,3.5,0,8
Breed_NC,25706513010.0,46,3,250,30.8,28.3,3.5,0,8
Breed_NC,25706513012.0,46,3,250,30.8,28.3,3.5,0,6
Breed_NC,25706513014.0,46,3,250,30.8,28.3,3.5,0,6
Breed_NC,25706513015.0,46,3,250,30.8,28.3,3.5,0,2
Breed_NC,131103002.0,67,3,150,28.6,31.1,3.7,0,9
Breed_NC,131103003.0,67,3,150,28.6,31.1,3.7,0,5
Breed_NC,131103006.0,67,3,150,28.6,31.1,3.7,0,6
Breed_NC,131103008.0,67,3,150,28.6,31.1,3.7,0,9
Breed_NC,131103009.0,67,3,150,28.6,31.1,3.7,0,8
Breed_NC,131103010.0,67,3,150,28.6,31.1,3.7,0,9
Breed_NC,131103011.0,67,3,150,28.6,31.1,3.7,0,7
Breed_NC,131103012.0,67,3,150,28.6,31.1,3.7,0,4
Breed_NC,131103014.0,67,3,150,28.6,31.1,3.7,0,9
Breed_NC,131103015.0,67,3,150,28.6,31.1,3.7,0,0
Breed_NC,26042345001.0,52,3,675,26.8,32.5,4.4,0,8
Breed_NC,26042345002.0,52,3,675,26.8,32.5,4.4,0,2
Breed_NC,26042345003.0,52,3,675,26.8,32.5,4.4,0,6
Breed_NC,26042345004.0,52,3,675,26.8,32.5,4.4,0,6
Breed_NC,26042345007.0,52,3,675,26.8,32.5,4.4,0,7
Breed_NC,26042345009.0,52,3,675,26.8,32.5,4.4,0,0
Breed_NC,26042345012.0,52,3,675,26.8,32.5,4.4,0,3
Breed_NC,26042345014.0,52,3,675,26.8,32.5,4.4,0,4
Breed_NC,26042345015.0,52,3,675,26.8,32.5,4.4,0,8
Breed_NC,135664001.0,44,5,150,38.7,23.2,5.0,0,5
Breed_NC,135664002.0,44,5,150,38.7,23.2,5.0,0,9
Breed_NC,135664003.0,44,5,150,38.7,23.2,5.0,0,2
Breed_NC,135664004.0,44,5,150,38.7,23.2,5.0,0,6
Breed_NC,135664005.0,44,5,150,38.7,23.2,5.0,0,5
Breed_NC,135664007.0,44,5,150,38.7,23.2,5.0,0,5
Breed_NC,135664009.0,44,5,150,38.7,23.2,5.0,0,5
Breed_NC,135664011.0,44,5,150,38.7,23.2,5.0,0,9
Breed_NC,135664013.0,44,5,150,38.7,23.2,5.0,0,6
Breed_NC,135664014.0,44,5,150,38.7,23.2,5.0,0,3
Breed_NC,135664015.0,44,5,150,38.7,23.2,5.0,0,6
Breed_NC,20214251002.0,45,3,675,20.7,5.7,7.1,0,1
Breed_NC,20214251003.0,45,3,675,20.7,5.7,7.1,0,7
Breed_NC,20214251004.0,45,3,675,20.7,5.7,7.1,0,4
Breed_NC,20214251005.0,45,3,675,20.7,5.7,7.1,0,2
Breed_NC,20214251007.0,45,3,675,20.7,5.7,7.1,0,8
Breed_NC,20214251009.0,45,3,675,20.7,5.7,7.1,0,5
Breed_NC,20214251011.0,45,3,675,20.7,5.7,7.1,0,6
Breed_NC,20214251012.0,45,3,675,20.7,5.7,7.1,0,9
Breed_NC,20214251014.0,45,3,675,20.7,5.7,7.1,0,9
Breed_NC,20214251015.0,45,3,675,20.7,5.7,7.1,0,4
Breed_NC,134834003.0,59,3,250,24.8,27.4,6.3,0,7
Breed_NC,134834004.0,59,3,250,24.8,27.4,6.3,0,6
Breed_NC,134834005.0,59,3,250,24.8,27.4,6.3,0,9
Breed_NC,134834006.0,59,3,250,24.8,27.4,6.3,0,2
Breed_NC,134834007.0,59,3,250,24.8,27.4,6.3,0,4
Breed_NC,134834010.0,59,3,250,24.8,27.4,6.3,0,6
Breed_NC,134834011.0,59,3,250,24.8,27.4,6.3,0,0
Breed_NC,22060824005.0,47,3,250,25.6,22.5,4.5,0,8
Breed_NC,22060824007.0,47,3,250,25.6,22.5,4.5,0,8
Breed_NC,22060824009.0,47,3,250,25.6,22.5,4.5,0,3
Breed_NC,22060824011.0,47,3,250,25.6,22.5,4.5,0,8
Breed_NC,22657136001.0,62,4,250,19.3,34.7,4.1,0,8
Breed_NC,22657136003.0,62,4,250,19.3,34.7,4.1,0,3
Breed_NC,22657136004.0,62,4,250,19.3,34.7,4.1,0,6
Breed_NC,22657136005.0,62,4,250,19.3,34.7,4.1,0,0
Breed_NC,22657136006.0,62,4,250,19.3,34.7,4.1,0,4
Breed_NC,22657136007.0,62,4,250,19.3,34.7,4.1,0,2
Breed_NC,22657136008.0,62,4,250,19.3,34.7,4.1,0,3
Breed_NC,22657136009.0,62,4,250,19.3,34.7,4.1,0,2
Breed_NC,22657136010.0,62,4,250,19.3,34.7,4.1,0,3
Breed_NC,22657136012.0,62,4,250,19.3,34.7,4.1,0,5
Breed_NC,135068001.0,66,3,150,36.5,27.6,6.7,0,1
Breed_NC,135068004.0,66,3,150,36.5,27.6,6.7,0,4
Breed_NC,135068007.0,66,3,150,36.5,27.6,6.7,0,5
Breed_NC,135068009.0,66,3,150,36.5,27.6,6.7,0,5
Breed_NC,135068011.0,66,3,150,36.5,27.6,6.7,0,3
